Description,Data.Sugar Total,Data.Water,Data.Vitamins.Vitamin K
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND",7.409999847,92.2,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY",7.820000172,91.8,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT",7.820000172,91.9,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH",8.229999542,91.6,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL",7.409999847,91.9,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND",7.820000172,92.2,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA",7.409999847,92.2,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",7.409999847,92.4,0
"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND",7.409999847,92.4,0
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO",10.56999969,87.8,0
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA",10.15999985,87.9,0
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL",10.15999985,88,0
"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY",10.56999969,88.4,0
"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",3.5,2.2,0
"ANCHOVY,EUROPEAN,RAW",0,73.37,0.1
"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",0,50.3,12.1
"BASS,FRSH H2O,MXD SP,RAW",0,75.66,0
"BASS,STRIPED,RAW",0,79.22,0
"BLUEFISH,RAW",0,70.86,0
"BURBOT,RAW",0,79.26,0
"BUTTERFISH,RAW",0,74.13,0
"CARP,RAW",0,76.31,0.1
"CARP,COOKED,DRY HEAT",0,69.63,0
"CATFISH,CHANNEL,WILD,RAW",0,80.36,0
"CATFISH,CHANNEL,CKD,BREADED&FRIED",0,58.81,0
"CAVIAR,BLACK&RED,GRANULAR",0,47.5,0.6
"CISCO,RAW",0,78.93,0
"CISCO,SMOKED",0,69.8,0.1
"COD,ATLANTIC,RAW",0,81.22,0.1
"COD,ATLANTIC,CKD,DRY HEAT",0,75.92,0.1
"COD,ATLANTIC,CND,SOL&LIQ",0,75.61,0.1
"COD,ATLANTIC,DRIED&SALTED",0,16.14,0.4
"COD,PACIFIC,RAW",0,81.28,0.1
"CROAKER,ATLANTIC,RAW",0,78.03,0.1
"CROAKER,ATLANTIC,CKD,BREADED&FRIED",0,59.76,0
"CUSK,RAW",0,76.35,0
"DOLPHINFISH,RAW",0,77.55,0
"DRUM,FRESHWATER,RAW",0,77.33,0
"EEL,MIXED SPECIES,RAW",0,68.26,0
"EEL,MXD SP,CKD,DRY HEAT",0,59.31,0
"FISH PORTIONS&STKS,FRZ,PREHTD",2.5,53.08,10.7
"FLATFISH (FLOUNDER&SOLE SP),RAW",0,79.06,0.1
"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",0,73.16,0.1
"GEFILTEFISH,COMM,SWT RECIPE",0,80.35,0
"GROUPER,MIXED SPECIES,RAW",0,79.22,0
"GROUPER,MXD SP,CKD,DRY HEAT",0,73.36,0
"HADDOCK,RAW",0,79.92,0.1
"HADDOCK,COOKED,DRY HEAT",0,74.25,0
"HADDOCK,SMOKED",0,71.48,0.1
"HALIBUT,ATLANTIC&PACIFIC,RAW",0,77.92,0.1
"HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",0,71.69,0
"HALIBUT,GREENLAND,RAW",0,70.27,0.1
"HERRING,ATLANTIC,RAW",0,72.05,0.1
"HERRING,ATLANTIC,CKD,DRY HEAT",0,64.16,0.1
"HERRING,ATLANTIC,PICKLED",7.710000038,55.22,0.2
"HERRING,ATLANTIC,KIPPERED",0,59.7,0.1
"HERRING,PACIFIC,RAW",0,71.52,0
"LING,RAW",0,79.63,0
"LINGCOD,RAW",0,81.03,0
"MACKEREL,ATLANTIC,RAW",0,63.55,5
"MACKEREL,ATLANTIC,CKD,DRY HEAT",0,53.27,0
"MACKEREL,JACK,CND,DRND SOL",0,69.17,0.1
"MACKEREL,KING,RAW",0,75.85,0
"MACKEREL,PACIFIC&JACK,MXD SP,RAW",0,70.15,0.1
"MACKEREL,SPANISH,RAW",0,71.67,0.1
"MACKEREL,SPANISH,CKD,DRY HEAT",0,68.46,0
"MILKFISH,RAW",0,70.85,0
"MONKFISH,RAW",0,83.24,0
"MULLET,STRIPED,RAW",0,77.01,0.1
"MULLET,STRIPED,CKD,DRY HEAT",0,70.52,0
"OCEAN PERCH,ATLANTIC,RAW",0,78.7,0.1
"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",0,72.69,0
"POUT,OCEAN,RAW",0,81.36,0
"PERCH,MIXED SPECIES,RAW",0,79.13,0.1
"PERCH,MXD SP,CKD,DRY HEAT",0,73.25,0
"PIKE,NORTHERN,RAW",0,78.92,0.1
"PIKE,NORTHERN,CKD,DRY HEAT",0,72.97,0
"PIKE,WALLEYE,RAW",0,79.31,0
"POLLOCK,ATLANTIC,RAW",0,78.18,0.1
"POLLOCK,WALLEYE,RAW",0,81.56,0.1
"POLLOCK,WALLEYE,CKD,DRY HEAT",0,74.06,0.1
"POMPANO,FLORIDA,RAW",0,71.12,0.1
"POMPANO,FLORIDA,CKD,DRY HEAT",0,62.97,0
"ROCKFISH,PACIFIC,MXD SP,RAW",0,79.26,0.1
"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",0,73.41,0.1
"ROE,MIXED SPECIES,RAW",0,67.73,0.2
"ROUGHY,ORANGE,RAW",0,75.67,0.7
"SABLEFISH,RAW",0,71.02,0
"SABLEFISH,SMOKED",0,60.14,0
"SALMON,ATLANTIC,WILD,RAW",0,68.5,0
"SALMON,CHINOOK,SMOKED",0,72,0.1
"SALMON,CHINOOK,RAW",0,71.64,0
"SALMON,CHUM,RAW",0,75.38,0
"SALMON,CHUM,DRND SOL W/BONE",0,70.77,0.1
"SALMON,COHO,WILD,RAW",0,72.66,0.1
"SALMON,COHO,WILD,CKD,MOIST HEAT",0,65.39,0
"SALMON,PINK,RAW",0,76.35,0.4
"SALMON,PINK,CND,SOL W/BONE&LIQ",0,68.81,0.4
"SALMON,SOCKEYE,RAW",0,70.24,0.4
"SALMON,SOCKEYE,CKD,DRY HEAT",0,61.84,0.5
"SALMON,SOCKEYE,CND,DRND SOL W/BONE",0,67.51,0.1
"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",0,59.61,2.6
"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",0.430000007,66.65,0.4
"SCUP,RAW",0,75.37,0.1
"SEA BASS,MXD SP,RAW",0,78.27,0.1
"SEA BASS,MXD SP,CKD,DRY HEAT",0,72.14,0
"SEATROUT,MXD SP,RAW",0,78.09,0
"SHAD,AMERICAN,RAW",0,68.19,0.1
"SHARK,MIXED SPECIES,RAW",0,73.58,0.1
"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",0,60.09,0
"SHEEPSHEAD,RAW",0,77.97,0
"SHEEPSHEAD,CKD,DRY HEAT",0,69.04,0
"SMELT,RAINBOW,RAW",0,78.77,0.1
"SMELT,RAINBOW,CKD,DRY HEAT",0,72.79,0
"SNAPPER,MIXED SPECIES,RAW",0,76.87,0.1
"SNAPPER,MXD SP,CKD,DRY HEAT",0,70.35,0
"SPOT,RAW",0,75.95,0
"STURGEON,MXD SP,RAW",0,76.55,0.1
"STURGEON,MXD SP,CKD,DRY HEAT",0,69.94,0.1
"STURGEON,MXD SP,SMOKED",0,62.5,0.1
"SUCKER,WHITE,RAW",0,79.71,0
"SUNFISH,PUMPKIN SEED,RAW",0,79.5,0
SURIMI,0,76.34,0.1
"SWORDFISH,RAW",0,75.62,0.1
"SWORDFISH,COOKED,DRY HEAT",0,68.75,0
"TILEFISH,RAW",0,78.9,0
"TILEFISH,COOKED,DRY HEAT",0,70.24,0
"TROUT,MIXED SPECIES,RAW",0,71.42,0.1
"TROUT,RAINBOW,WILD,RAW",0,71.87,0
"TROUT,RAINBOW,WILD,CKD,DRY HEAT",0,70.5,0
"TUNA,FRESH,BLUEFIN,RAW",0,68.09,0
"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",0,59.09,0
"TUNA,LT,CND IN OIL,DRND SOL",0,59.83,44
"TUNA,LT,CND IN H2O,DRND SOL",0,74.51,0.2
"TUNA,FRESH,SKIPJACK,RAW",0,70.58,0
"TUNA,WHITE,CND IN OIL,DRND SOL",0,64.02,6.9
"TUNA,WHITE,CND IN H2O,DRND SOL",0,73.19,2.5
"TUNA,FRESH,YELLOWFIN,RAW",0,70.99,0.1
TUNA SALAD,0,63.16,0
"TURBOT,EUROPEAN,RAW",0,76.95,0
"WHITEFISH,MXD SP,RAW",0,72.77,0.1
"WHITEFISH,MXD SP,SMOKED",0,70.83,0.1
"WHITING,MIXED SPECIES,RAW",0,80.27,0.1
"WHITING,MXD SP,CKD,DRY HEAT",0,74.71,0.1
"WOLFFISH,ATLANTIC,RAW",0,79.9,0
"YELLOWTAIL,MXD SP,RAW",0,74.52,0.1
"CRAB,ALASKA KING,RAW",0,79.57,0
"CRAB,ALASKA KING,CKD,MOIST HEAT",0,77.55,0
"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",6.25,74.66,0.4
"CRAB,BLUE,RAW",0,79.02,0
"CRAB,BLUE,CKD,MOIST HEAT",0,77.43,0.1
"CRAB,BLUE,CANNED",0,76.16,0.1
"CRAB,BLUE,CRAB CAKES",0,71,0
"CRAB,DUNGENESS,RAW",0,79.18,0
"CRAB,QUEEN,RAW",0,80.58,0
"CRAYFISH,MXD SP,WILD,RAW",0,82.24,0.1
"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",0,79.37,0.1
"LOBSTER,NORTHERN,RAW",0,76.76,0.1
"LOBSTER,NORTHERN,CKD,MOIST HEAT",0,76.03,0.1
"SHRIMP,MIXED SPECIES,RAW",0,75.86,0
"SHRIMP,MXD SP,CKD,BREADED&FRIED",0,52.86,0
"SHRIMP,MXD SP,CKD,MOIST HEAT",0,77.28,0
"SHRIMP,MXD SP,CND",0,75.85,0
"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",0,74.91,0
"SPINY LOBSTER,MXD SP,RAW",0,74.07,0
"ABALONE,MIXED SPECIES,RAW",0,74.56,23
"ABALONE,MXD SP,CKD,FRIED",0,60.1,0
"CLAM,MIXED SPECIES,RAW",0,81.82,0.2
"CLAM,MXD SP,CKD,BREADED&FRIED",0,61.55,0
"CLAM,MXD SP,CKD,MOIST HEAT",0,63.64,0
"CLAM,MXD SP,CND,DRND SOL",0,63.64,0.4
"CLAM,MXD SP,CND,LIQ",0,97.7,0.2
"CUTTLEFISH,MXD SP,RAW",0,80.56,0
"MUSSEL,BLUE,RAW",0,80.58,0.1
"MUSSEL,BLUE,CKD,MOIST HEAT",0,61.15,0
"OCTOPUS,COMMON,RAW",0,80.25,0.1
"OYSTER,EASTERN,WILD,RAW",0,85.16,0.1
"OYSTER,EASTERN,CKD,BREADED&FRIED",0,64.72,0
"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",0,70.32,0
"OYSTER,EASTERN,CANNED",0,85.14,0.1
"OYSTER,PACIFIC,RAW",0,82.06,0
"SCALLOP,MIXED SPECIES,RAW",0,78.57,0.1
"SCALLOP,MXD SP,CKD,BREADED&FRIED",0,58.44,0
"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",0,73.82,0
"SQUID,MIXED SPECIES,RAW",0,78.55,0
"SQUID,MXD SP,CKD,FRIED",0,64.54,0
"WHELK,UNSPECIFIED,RAW",0,66,0.1
"WHELK,UNSPEC,CKD,MOIST HEAT",0,32,0
"SALMON,CHINOOK,SMOKED,(LOX),REG",0,72,0
"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",0,70.77,0
"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",0,70.03,0
"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",0,68.72,0
"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",0,59.83,0
"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",0,75.21,0
"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",0,64.02,0
"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",0,74.02,0
"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",0,68.79,0
"BASS,STRIPED,CKD,DRY HEAT",0,73.36,0
"BLUEFISH,COOKED,DRY HEAT",0,62.64,0
"BURBOT,COOKED,DRY HEAT",0,73.41,0
"BUTTERFISH,CKD,DRY HEAT",0,66.83,0
"COD,PACIFIC,CKD,DRY HEAT",0,76,0
"CUSK,COOKED,DRY HEAT",0,69.68,0
"DOLPHINFISH,CKD,DRY HEAT",0,71.22,0
"DRUM,FRESHWATER,CKD,DRY HEAT",0,70.94,0
"HALIBUT,GREENLAND,CKD,DRY HEAT",0,61.88,0
"HERRING,PACIFIC,CKD,DRY HEAT",0,63.49,0
"LING,COOKED,DRY HEAT",0,73.88,0
"LINGCOD,COOKED,DRY HEAT",0,75.68,0
"MACKEREL,KING,CKD,DRY HEAT",0,69.04,0
"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",0,61.73,0.1
"MILKFISH,COOKED,DRY HEAT",0,62.63,0
"MONKFISH,COOKED,DRY HEAT",0,78.51,0
"PIKE,WALLEYE,CKD,DRY HEAT",0,73.47,0
"POLLOCK,ATLANTIC,CKD,DRY HEAT",0,72.03,0
"POUT,OCEAN,CKD,DRY HEAT",0,76.1,0
"ROE,MXD SP,CKD,DRY HEAT",0,58.63,0
"SABLEFISH,COOKED,DRY HEAT",0,62.85,0
"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",0,59.62,0
"SALMON,CHINOOK,CKD,DRY HEAT",0,65.6,0
"SALMON,CHUM,CKD,DRY HEAT",0,68.44,0
"SALMON,PINK,CKD,DRY HEAT",0,69.68,0
"SCUP,COOKED,DRY HEAT",0,68.42,0
"SEATROUT,MXD SP,CKD,DRY HEAT",0,71.91,0
"SHAD,AMERICAN,CKD,DRY HEAT",0,59.22,0
"SPOT,COOKED,DRY HEAT",0,69.17,0
"SUCKER,WHITE,CKD,DRY HEAT",0,73.99,0
"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",0,73.72,0
"TROUT,MXD SP,CKD,DRY HEAT",0,63.36,0
"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",0,62.28,0
"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",0,62.81,0
"TURBOT,EUROPEAN,CKD,DRY HEAT",0,70.45,0
"WHITEFISH,MXD SP,CKD,DRY HEAT",0,65.09,0
"WOLFFISH,ATLANTIC,CKD,DRY HEAT",0,74.23,0
"YELLOWTAIL,MXD SP,CKD,DRY HEAT",0,67.33,0
"CRAB,DUNGENESS,CKD,MOIST HEAT",0,73.31,0
"CRAB,QUEEN,CKD,MOIST HEAT",0,75.1,0
"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",0,66.76,0
"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",0,61.12,0
"OCTOPUS,COMMON,CKD,MOIST HEAT",0,60.5,0.1
"OYSTER,PACIFIC,CKD,MOIST HEAT",0,64.12,0.1
"ROUGHY,ORANGE,CKD,DRY HEAT",0,66.97,1.1
"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",0,77.67,0
"CATFISH,CHANNEL,FARMED,RAW",0,75.38,0.1
"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",0,71.58,0
"SALMON,ATLANTIC,FARMED,RAW",0,64.89,0.5
"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",0,64.75,0
"SALMON,COHO,FARMED,RAW",0,70.47,0
"SALMON,COHO,FARMED,CKD,DRY HEAT",0,67,0
"TROUT,RAINBOW,FARMED,RAW",0,72.73,0.1
"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",0,67.53,0
"CRAYFISH,MXD SP,FARMED,RAW",0,84.05,0
"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",0,80.8,0
"OYSTER,EASTERN,WILD,CKD,DRY HEAT",0,83.3,0
"OYSTER,EASTERN,FARMED,RAW",0,86.2,0
"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",0,81.95,0
"SALMON,COHO,WILD,CKD,DRY HEAT",0,71.5,0.1
"CONCH,BAKED OR BROILED",0,69.4,0.2
"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",0,60.38,0
"USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD",0,64.57,0
"SALMON,PINK,CND,DRND SOL W/BONE",0,70.52,0.1
"FISH,TILAPIA,RAW",0,78.08,1.4
"FISH,TILAPIA,CKD,DRY HEAT",0,71.59,0.9
"BEANS,ADZUKI,MATURE SEEDS,RAW",0,13.44,0
"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",0,66.29,0
"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",0,40.58,0
"BEANS,ADZUKI,YOKAN,MATURE SEEDS",0,35.45,0
"BEANS,BAKED,HOME PREPARED",0,65.17,0
"BEANS,BKD,CND,PLN OR VEGETARIAN",7.960000038,72,0.8
"BEANS,BKD,CND,W/BF",0,71.33,0
"BEANS,BKD,CND,W/FRANKS",6.53000021,69.34,1
"BEANS,BKD,CND,W/PORK",0,71.46,0
"BEANS,BKD,CND,W/PORK&SWT SAU",8.56000042,70.61,0.8
"BEANS,BKD,CND,W/PORK&TOMATO SAU",5.670000076,73.5,0.5
"BEANS,BLACK,MATURE SEEDS,RAW",2.119999886,11.02,5.6
"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",0,65.74,0
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW",2.25,11,6
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT",0.319999993,65.74,3.3
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND",0,75.64,0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",0,12.39,0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",0,64.65,0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND",0,77.56,0
"BEANS,FRENCH,MATURE SEEDS,RAW",0,10.77,0
"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",0,66.57,0
"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",2.25999999,10.7,6
"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",0,69,0
"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",0,69.89,0
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",2.230000019,11.75,19
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",0.319999993,66.94,8.4
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CND",1.850000024,78.04,4.1
"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",0,11.75,0
"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT",0,66.93,0
"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",2.099999905,11.75,5.6
"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT",0.319999993,66.94,8.4
"BEANS,KIDNEY,RED,MATURE SEEDS,CND",1.860000014,77.37,4.3
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",0,11.9,0
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",0,66.99,0
"BEANS,NAVY,MATURE SEEDS,RAW",3.880000114,12.1,2.5
"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",0.370000005,63.81,0.6
"BEANS,NAVY,MATURE SEEDS,CND",0.280000001,70.45,2.9
"BEANS,PINK,MATURE SEEDS,RAW",2.140000105,10.06,5.7
"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",0.360000014,61.2,3.7
"BEANS,PINTO,MATURE SEEDS,RAW",2.109999895,11.33,5.6
"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",0.340000004,62.95,3.5
"BEANS,PINTO,MATURE SEEDS,CND",0.209999993,77.54,2.1
"BEANS,SML WHITE,MATURE SEEDS,RAW",0,11.71,0
"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",0,63.24,0
"BEANS,YEL,MATURE SEEDS,RAW",0,11.1,0
"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",0,62.98,0
"BEANS,WHITE,MATURE SEEDS,RAW",2.109999895,11.32,5.6
"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",0.340000004,63.08,3.5
"BEANS,WHITE,MATURE SEEDS,CND",0.289999992,70.1,2.9
"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",5.699999809,10.98,9
"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",1.820000052,71.54,2.9
"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",0,80.32,0
CAROB FLOUR,49.08000183,3.58,0
"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",10.69999981,11.53,9
"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",4.800000191,60.21,4
"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",0,69.69,0
"CHILI WITH BEANS,CANNED",1.190000057,75.51,1.9
"COWPEAS,CATJANG,MATURE SEEDS,RAW",0,11.05,0
"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",0,69.7,0
"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",6.900000095,11.95,5
"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",3.299999952,70.04,1.7
"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",0,79.63,0
"COWPEAS,COMMON,MATURE SEEDS,CND W/PORK",0,77.59,0
"HYACINTH BNS,MATURE SEEDS,RAW",0,9.38,0
"HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0,69.13,0
"LENTILS,RAW",2.029999971,10.4,5
"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",1.799999952,69.64,1.7
"LIMA BNS,LRG,MATURE SEEDS,RAW",8.5,10.17,6
"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",2.900000095,69.79,2
"LIMA BNS,LRG,MATURE SEEDS,CND",0,77.08,0
"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",8.319999695,12.07,5.9
"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",0,67.15,0
"LUPINS,MATURE SEEDS,RAW",0,10.44,0
"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",0,71.08,0
"MOTHBEANS,MATURE SEEDS,RAW",0,9.68,0
"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",0,69.23,0
"MUNG BNS,MATURE SEEDS,RAW",6.599999905,9.05,9
"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",2,72.66,2.7
"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",0,13.42,0
"MUNGO BNS,MATURE SEEDS,RAW",0,10.8,0
"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",2.00999999,72.51,2.7
"PEAS,SPLIT,MATURE SEEDS,RAW",8,11.27,14.5
"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",2.900000095,69.49,5
"PEANUTS,ALL TYPES,RAW",3.970000029,6.5,0
"PEANUTS,ALL TYPES,CKD,BLD,W/SALT",2.470000029,41.78,0
"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",4.179999828,1.45,0
"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",4.179999828,1.55,0
"PEANUTS,SPANISH,RAW",0,6.39,0
"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",0,1.78,0
"PEANUTS,VALENCIA,RAW",0,4.26,0
"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",0,2.12,0
"PEANUTS,VIRGINIA,RAW",3.950000048,6.91,0
"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",0,2.17,0
"PEANUT BUTTER,CHUNK STYLE,W/SALT",8.409999847,1.14,0.5
"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",9.220000267,1.81,0.6
"PEANUT FLOUR,DEFATTED",8.220000267,7.8,0
"PEANUT FLOUR,LOW FAT",0,7.8,0
"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",0,10.59,0
"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",0,68.55,0
"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",0.460000008,76.15,2.3
"BACON,MEATLESS",0,48.98,0
MEAT EXTENDER,0,7.48,0
"SAUSAGE,MEATLESS",0,50.4,0
"SOYBEANS,MATURE SEEDS,RAW",7.329999924,8.54,47
"SOYBEANS,MATURE CKD,BLD,WO/SALT",3,62.55,19.2
"SOYBEANS,MATURE SEEDS,RSTD,SALTED",4.199999809,1.95,50.4
"SOYBEANS,MATURE SEEDS,DRY RSTD",0,0.8,37
MISO,6.199999809,43.02,29.3
NATTO,4.889999866,55.02,23.1
TEMPEH,0,59.65,0
"SOY FLOUR,FULL-FAT,RAW",7.5,5.16,70
"SOY FLR,FULL-FAT,RSTD",7.610000134,3.81,71
"SOY FLOUR,DEFATTED",18.87999916,7.25,4.1
"SOY FLOUR,LOW-FAT",10.52999973,4.61,3.9
"SOY MEAL,DEFATTED,RAW",0,6.94,0
"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",3.99000001,88.05,3
"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",20,5.8,0
SOY PROTEIN ISOLATE,0,4.98,0
SOY SAU MADE FROM SOY&WHEAT (SHOYU),1.700000048,70.77,0
SOY SAU MADE FROM SOY (TAMARI),1.700000048,66,0
SOY SAU MADE FROM HYDROLYZED VEG PROT,1.700000048,75.66,0
"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",0.600000024,84.95,2.4
"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",0.699999988,87.26,2
"TOFU,DRIED-FROZEN (KOYADOFU)",0,5.78,0
"TOFU,FRIED",2.720000029,50.52,7.8
"TOFU,OKARA",0,81.64,0
"TOFU,SALTED&FERMENTED (FUYU)",0,70.01,0
"YARDLONG BNS,MATURE SEEDS,RAW",0,8.43,0
"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0,68.8,0
"WINGED BNS,MATURE SEEDS,RAW",0,8.34,0
"BEANS,WINGED,MATURE SEEDS,CKD,BLD,WO/SALT",0,67.19,0
"HUMMUS,HOME PREP",0.270000011,64.87,3
"FALAFEL,HOME-PREPARED",0,34.62,0
"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",3.650000095,90.36,3
"LENTILS,PINK,RAW",0,11.79,0
